PLAYER_NAME,TEAM_NAME,ACTION_TYPE,SHOT_ZONE_BASIC,LOC_X,LOC_Y,SHOT_MADE_FLAG
Marcus Smart,Boston Celtics,Fadeaway Jump Shot,In The Paint (Non-RA),-50,125,0
Marcus Smart,Boston Celtics,Pullup Jump shot,In The Paint (Non-RA),-54,134,1
Marcus Smart,Boston Celtics,Driving Reverse Layup Shot,Restricted Area,-6,16,1
Marcus Smart,Boston Celtics,Driving Floating Jump Shot,Mid-Range,11,142,0
Marcus Smart,Boston Celtics,Layup Shot,In The Paint (Non-RA),-10,43,0
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,63,262,0
Marcus Smart,Boston Celtics,Running Layup Shot,Restricted Area,-3,13,1
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,-122,243,0
Marcus Smart,Boston Celtics,Layup Shot,Restricted Area,18,-3,0
Marcus Smart,Boston Celtics,Tip Layup Shot,Restricted Area,0,-6,1
Marcus Smart,Boston Celtics,Pullup Jump shot,Above the Break 3,-139,216,0
Marcus Smart,Boston Celtics,Driving Finger Roll Layup Shot,Restricted Area,9,11,0
Marcus Smart,Boston Celtics,Pullup Jump shot,Above the Break 3,-11,249,0
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,-6,273,0
Marcus Smart,Boston Celtics,Pullup Jump shot,In The Paint (Non-RA),-56,113,0
Marcus Smart,Boston Celtics,Driving Layup Shot,Restricted Area,18,13,0
Marcus Smart,Boston Celtics,Pullup Jump shot,Above the Break 3,-180,187,0
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,-115,236,0
Marcus Smart,Boston Celtics,Step Back Jump shot,Above the Break 3,123,223,1
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,-8,256,0
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,19,251,0
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,212,164,1
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,92,246,0
Marcus Smart,Boston Celtics,Putback Layup Shot,Restricted Area,27,13,1
Marcus Smart,Boston Celtics,Reverse Layup Shot,In The Paint (Non-RA),27,33,0
Marcus Smart,Boston Celtics,Jump Shot,Right Corner 3,228,85,1
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,-125,216,1
Marcus Smart,Boston Celtics,Jump Shot,Mid-Range,117,201,1
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,-110,238,1
Marcus Smart,Boston Celtics,Jump Shot,Backcourt,103,697,0
Marcus Smart,Boston Celtics,Jump Shot,Right Corner 3,234,71,0
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,-176,203,1
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,143,278,0
Marcus Smart,Boston Celtics,Pullup Jump shot,Mid-Range,63,187,1
Marcus Smart,Boston Celtics,Driving Layup Shot,Restricted Area,22,32,0
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,-119,240,0
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,159,257,0
Marcus Smart,Boston Celtics,Pullup Jump shot,Above the Break 3,179,205,0
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,180,178,1
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,-144,240,0
Marcus Smart,Boston Celtics,Pullup Jump shot,Mid-Range,27,227,1
Marcus Smart,Boston Celtics,Pullup Jump shot,Above the Break 3,126,303,0
Marcus Smart,Boston Celtics,Pullup Jump shot,Left Corner 3,-231,67,0
Marcus Smart,Boston Celtics,Turnaround Fadeaway shot,Mid-Range,95,77,1
Marcus Smart,Boston Celtics,Driving Layup Shot,Restricted Area,6,17,0
Marcus Smart,Boston Celtics,Pullup Jump shot,Above the Break 3,78,245,0
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,185,177,0
Marcus Smart,Boston Celtics,Driving Floating Jump Shot,In The Paint (Non-RA),35,106,1
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,74,248,0
Marcus Smart,Boston Celtics,Pullup Jump shot,Mid-Range,84,113,0
Marcus Smart,Boston Celtics,Driving Layup Shot,In The Paint (Non-RA),50,8,0
Marcus Smart,Boston Celtics,Driving Floating Jump Shot,In The Paint (Non-RA),8,117,1
Marcus Smart,Boston Celtics,Driving Reverse Layup Shot,In The Paint (Non-RA),-59,-10,0
Marcus Smart,Boston Celtics,Jump Shot,Left Corner 3,-230,84,1
Marcus Smart,Boston Celtics,Pullup Jump shot,Mid-Range,29,169,1
Marcus Smart,Boston Celtics,Driving Floating Jump Shot,In The Paint (Non-RA),5,93,0
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,-192,181,0
Marcus Smart,Boston Celtics,Jump Shot,Mid-Range,15,228,0
Marcus Smart,Boston Celtics,Driving Layup Shot,Restricted Area,-7,34,0
Marcus Smart,Boston Celtics,Driving Layup Shot,Restricted Area,-2,16,1
Marcus Smart,Boston Celtics,Driving Layup Shot,Restricted Area,5,17,1
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,137,261,0
Marcus Smart,Boston Celtics,Driving Floating Bank Jump Shot,In The Paint (Non-RA),-52,-1,0
Marcus Smart,Boston Celtics,Driving Floating Jump Shot,In The Paint (Non-RA),51,80,0
Marcus Smart,Boston Celtics,Driving Layup Shot,Restricted Area,-8,1,1
Marcus Smart,Boston Celtics,Turnaround Hook Shot,In The Paint (Non-RA),-35,20,1
Marcus Smart,Boston Celtics,Fadeaway Jump Shot,In The Paint (Non-RA),-39,50,0
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,44,251,0
Marcus Smart,Boston Celtics,Tip Layup Shot,Restricted Area,-5,10,1
Marcus Smart,Boston Celtics,Driving Finger Roll Layup Shot,Restricted Area,3,13,1
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,190,175,0
Marcus Smart,Boston Celtics,Driving Hook Shot,In The Paint (Non-RA),-43,27,1
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,-181,190,0
Marcus Smart,Boston Celtics,Pullup Jump shot,Mid-Range,116,130,0
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,-203,163,0
Marcus Smart,Boston Celtics,Driving Layup Shot,Restricted Area,-11,15,0
Marcus Smart,Boston Celtics,Jump Shot,Right Corner 3,224,15,1
Marcus Smart,Boston Celtics,Fadeaway Jump Shot,In The Paint (Non-RA),79,93,0
Marcus Smart,Boston Celtics,Turnaround Fadeaway Bank Jump Shot,In The Paint (Non-RA),-54,27,1
Marcus Smart,Boston Celtics,Jump Shot,Left Corner 3,-231,4,0
Marcus Smart,Boston Celtics,Running Layup Shot,Restricted Area,-13,6,0
Marcus Smart,Boston Celtics,Pullup Jump shot,Mid-Range,92,174,0
Marcus Smart,Boston Celtics,Driving Layup Shot,Restricted Area,-5,7,0
Marcus Smart,Boston Celtics,Pullup Jump shot,Mid-Range,124,147,0
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,-113,241,1
Marcus Smart,Boston Celtics,Jump Shot,Mid-Range,-218,-13,0
Marcus Smart,Boston Celtics,Driving Reverse Layup Shot,Restricted Area,-5,14,1
Marcus Smart,Boston Celtics,Pullup Jump shot,Mid-Range,30,152,0
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,142,252,0
Marcus Smart,Boston Celtics,Tip Layup Shot,Restricted Area,0,-6,1
Marcus Smart,Boston Celtics,Driving Layup Shot,Restricted Area,9,21,0
Marcus Smart,Boston Celtics,Pullup Jump shot,Above the Break 3,150,207,0
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,-171,244,0
Marcus Smart,Boston Celtics,Pullup Jump shot,Mid-Range,10,174,1
Marcus Smart,Boston Celtics,Pullup Jump shot,Mid-Range,-60,209,1
Marcus Smart,Boston Celtics,Pullup Jump shot,Mid-Range,93,166,0
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,195,240,0
Marcus Smart,Boston Celtics,Pullup Jump shot,Mid-Range,5,173,0
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,152,224,0
Marcus Smart,Boston Celtics,Jump Shot,Mid-Range,-81,69,0
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,167,204,0
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,-170,218,0
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,-139,226,0
Marcus Smart,Boston Celtics,Driving Floating Jump Shot,In The Paint (Non-RA),-44,96,0
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,92,245,0
Marcus Smart,Boston Celtics,Driving Layup Shot,Restricted Area,-3,6,1
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,223,145,1
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,-98,257,1
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,-154,258,0
Marcus Smart,Boston Celtics,Pullup Jump shot,Mid-Range,102,33,1
Marcus Smart,Boston Celtics,Driving Floating Jump Shot,Restricted Area,36,16,1
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,-150,226,1
Marcus Smart,Boston Celtics,Fadeaway Jump Shot,In The Paint (Non-RA),62,22,0
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,129,236,1
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,155,251,0
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,-177,188,0
Marcus Smart,Boston Celtics,Turnaround Fadeaway Bank Jump Shot,In The Paint (Non-RA),64,83,1
Marcus Smart,Boston Celtics,Pullup Jump shot,Mid-Range,117,94,1
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,84,267,1
Marcus Smart,Boston Celtics,Pullup Jump shot,Above the Break 3,65,265,0
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,-1,295,0
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,152,227,0
Marcus Smart,Boston Celtics,Fadeaway Jump Shot,In The Paint (Non-RA),72,103,1
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,176,179,0
Marcus Smart,Boston Celtics,Driving Floating Jump Shot,Restricted Area,-19,13,0
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,19,253,0
Marcus Smart,Boston Celtics,Pullup Jump shot,Mid-Range,-68,139,0
Marcus Smart,Boston Celtics,Driving Floating Jump Shot,In The Paint (Non-RA),-4,53,0
Marcus Smart,Boston Celtics,Putback Layup Shot,Restricted Area,3,5,1
Marcus Smart,Boston Celtics,Driving Finger Roll Layup Shot,Restricted Area,-8,11,0
Marcus Smart,Boston Celtics,Pullup Jump shot,Above the Break 3,169,211,0
Marcus Smart,Boston Celtics,Jump Shot,Above the Break 3,-96,232,0
Marcus Smart,Boston Celtics,Layup Shot,Restricted Area,11,3,0
Jonas Valanciunas,Toronto Raptors,Cutting Layup Shot,Restricted Area,-7,38,0
Jonas Valanciunas,Toronto Raptors,Floating Jump shot,In The Paint (Non-RA),-22,44,1
Jonas Valanciunas,Toronto Raptors,Turnaround Jump Shot,In The Paint (Non-RA),-55,17,1
Jonas Valanciunas,Toronto Raptors,Driving Hook Shot,In The Paint (Non-RA),3,49,0
Jonas Valanciunas,Toronto Raptors,Cutting Finger Roll Layup Shot,Restricted Area,2,6,1
Jonas Valanciunas,Toronto Raptors,Hook Shot,Restricted Area,-11,10,1
Jonas Valanciunas,Toronto Raptors,Cutting Finger Roll Layup Shot,Restricted Area,5,-5,1
Jonas Valanciunas,Toronto Raptors,Jump Shot,Above the Break 3,-81,253,1
Jonas Valanciunas,Toronto Raptors,Driving Finger Roll Layup Shot,Restricted Area,6,12,1
Jonas Valanciunas,Toronto Raptors,Turnaround Fadeaway shot,Mid-Range,-114,8,0
Jonas Valanciunas,Toronto Raptors,Dunk Shot,Restricted Area,-8,7,1
Jonas Valanciunas,Toronto Raptors,Turnaround Fadeaway shot,In The Paint (Non-RA),-44,34,1
Jonas Valanciunas,Toronto Raptors,Floating Jump shot,Restricted Area,34,11,1
Jonas Valanciunas,Toronto Raptors,Floating Jump shot,In The Paint (Non-RA),55,24,1
Jonas Valanciunas,Toronto Raptors,Jump Shot,Left Corner 3,-221,-5,0
Jonas Valanciunas,Toronto Raptors,Cutting Layup Shot,Restricted Area,19,26,0
Jonas Valanciunas,Toronto Raptors,Tip Layup Shot,Restricted Area,0,-6,1
Jonas Valanciunas,Toronto Raptors,Driving Reverse Layup Shot,Restricted Area,7,10,1
Jonas Valanciunas,Toronto Raptors,Tip Layup Shot,Restricted Area,0,-6,1
Jonas Valanciunas,Toronto Raptors,Driving Hook Shot,In The Paint (Non-RA),-10,115,0
Jonas Valanciunas,Toronto Raptors,Tip Layup Shot,Restricted Area,0,-6,1
Jonas Valanciunas,Toronto Raptors,Jump Shot,Above the Break 3,-216,140,1
Jonas Valanciunas,Toronto Raptors,Dunk Shot,Restricted Area,5,21,1
Jonas Valanciunas,Toronto Raptors,Turnaround Fadeaway shot,Mid-Range,-125,11,0
Jonas Valanciunas,Toronto Raptors,Layup Shot,Restricted Area,13,7,1
Jonas Valanciunas,Toronto Raptors,Layup Shot,In The Paint (Non-RA),-42,35,1
Jonas Valanciunas,Toronto Raptors,Turnaround Jump Shot,In The Paint (Non-RA),-11,137,0
Jonas Valanciunas,Toronto Raptors,Cutting Layup Shot,In The Paint (Non-RA),8,41,1
Jonas Valanciunas,Toronto Raptors,Hook Shot,In The Paint (Non-RA),-7,89,1
Jonas Valanciunas,Toronto Raptors,Hook Shot,Restricted Area,0,23,0
Jonas Valanciunas,Toronto Raptors,Cutting Layup Shot,In The Paint (Non-RA),-28,53,1
Jonas Valanciunas,Toronto Raptors,Putback Layup Shot,Restricted Area,13,-1,0
Jonas Valanciunas,Toronto Raptors,Turnaround Jump Shot,In The Paint (Non-RA),14,104,0
Jonas Valanciunas,Toronto Raptors,Driving Hook Shot,Restricted Area,-1,29,1
Jonas Valanciunas,Toronto Raptors,Driving Layup Shot,Restricted Area,-1,-4,1
Jonas Valanciunas,Toronto Raptors,Hook Shot,Restricted Area,27,10,0
Jonas Valanciunas,Toronto Raptors,Turnaround Fadeaway shot,Mid-Range,-103,3,0
Jonas Valanciunas,Toronto Raptors,Jump Shot,In The Paint (Non-RA),-31,32,1
Jonas Valanciunas,Toronto Raptors,Driving Floating Jump Shot,In The Paint (Non-RA),38,22,0
Jonas Valanciunas,Toronto Raptors,Cutting Finger Roll Layup Shot,Restricted Area,17,16,1
Jonas Valanciunas,Toronto Raptors,Layup Shot,Restricted Area,19,-2,0
Jonas Valanciunas,Toronto Raptors,Hook Shot,Restricted Area,-20,0,0
Jonas Valanciunas,Toronto Raptors,Tip Layup Shot,Restricted Area,0,-6,0
Jonas Valanciunas,Toronto Raptors,Tip Layup Shot,Restricted Area,0,-6,1
Jonas Valanciunas,Toronto Raptors,Putback Layup Shot,Restricted Area,0,-6,1
Jonas Valanciunas,Toronto Raptors,Hook Shot,In The Paint (Non-RA),28,108,0
Jonas Valanciunas,Toronto Raptors,Floating Jump shot,In The Paint (Non-RA),-18,51,1
Jonas Valanciunas,Toronto Raptors,Pullup Jump shot,In The Paint (Non-RA),24,114,0
Jonas Valanciunas,Toronto Raptors,Turnaround Hook Shot,Mid-Range,107,110,0
Jonas Valanciunas,Toronto Raptors,Tip Layup Shot,Restricted Area,0,-6,1
Jonas Valanciunas,Toronto Raptors,Alley Oop Dunk Shot,Restricted Area,-8,31,1
Jonas Valanciunas,Toronto Raptors,Floating Jump shot,In The Paint (Non-RA),2,60,1
Jonas Valanciunas,Toronto Raptors,Layup Shot,In The Paint (Non-RA),-9,39,0
Jonas Valanciunas,Toronto Raptors,Tip Layup Shot,Restricted Area,13,13,0
Jonas Valanciunas,Toronto Raptors,Tip Layup Shot,Restricted Area,-7,20,0
Jonas Valanciunas,Toronto Raptors,Cutting Layup Shot,Restricted Area,2,-6,1
Jonas Valanciunas,Toronto Raptors,Jump Shot,In The Paint (Non-RA),24,118,0
Jonas Valanciunas,Toronto Raptors,Putback Layup Shot,Restricted Area,0,-6,1
Jonas Valanciunas,Toronto Raptors,Hook Shot,Restricted Area,-8,36,0
Jonas Valanciunas,Toronto Raptors,Tip Layup Shot,Restricted Area,0,-6,1
Jonas Valanciunas,Toronto Raptors,Jump Shot,In The Paint (Non-RA),-54,110,0
Jonas Valanciunas,Toronto Raptors,Jump Shot,Above the Break 3,81,244,0
Jonas Valanciunas,Toronto Raptors,Tip Layup Shot,Restricted Area,0,-6,0
Jonas Valanciunas,Toronto Raptors,Driving Hook Shot,Restricted Area,2,30,0
Jonas Valanciunas,Toronto Raptors,Floating Jump shot,In The Paint (Non-RA),25,45,1
Jonas Valanciunas,Toronto Raptors,Turnaround Hook Shot,Restricted Area,0,9,1
Jonas Valanciunas,Toronto Raptors,Turnaround Bank Hook Shot,Restricted Area,30,15,1
Jonas Valanciunas,Toronto Raptors,Driving Layup Shot,Restricted Area,-15,6,0
Jonas Valanciunas,Toronto Raptors,Layup Shot,Restricted Area,9,10,1
Jonas Valanciunas,Toronto Raptors,Floating Jump shot,In The Paint (Non-RA),-2,61,0
Jonas Valanciunas,Toronto Raptors,Driving Reverse Layup Shot,Restricted Area,-14,3,1
Jonas Valanciunas,Toronto Raptors,Driving Layup Shot,Restricted Area,14,37,0
Jonas Valanciunas,Toronto Raptors,Tip Layup Shot,Restricted Area,0,-6,0
Jonas Valanciunas,Toronto Raptors,Putback Layup Shot,Restricted Area,29,13,0
Jonas Valanciunas,Toronto Raptors,Layup Shot,Restricted Area,14,6,0
Jonas Valanciunas,Toronto Raptors,Tip Layup Shot,Restricted Area,-21,3,0
Jonas Valanciunas,Toronto Raptors,Turnaround Jump Shot,In The Paint (Non-RA),47,106,1
Jonas Valanciunas,Toronto Raptors,Tip Layup Shot,Restricted Area,0,-6,0
Jonas Valanciunas,Toronto Raptors,Jump Shot,Mid-Range,129,21,0
Jonas Valanciunas,Toronto Raptors,Jump Shot,In The Paint (Non-RA),-2,109,1
Jonas Valanciunas,Toronto Raptors,Layup Shot,Restricted Area,19,1,1
Jonas Valanciunas,Toronto Raptors,Jump Shot,Above the Break 3,-8,254,0
Jonas Valanciunas,Toronto Raptors,Layup Shot,Restricted Area,-13,6,1
Jonas Valanciunas,Toronto Raptors,Turnaround Hook Shot,In The Paint (Non-RA),-8,42,1
Jonas Valanciunas,Toronto Raptors,Driving Hook Shot,In The Paint (Non-RA),46,48,1
Jonas Valanciunas,Toronto Raptors,Turnaround Hook Shot,Restricted Area,-21,10,1
Jonas Valanciunas,Toronto Raptors,Cutting Dunk Shot,Restricted Area,12,-4,1
Jonas Valanciunas,Toronto Raptors,Tip Layup Shot,Restricted Area,0,-6,0
Jonas Valanciunas,Toronto Raptors,Turnaround Fadeaway shot,Mid-Range,-93,-1,0
Jonas Valanciunas,Toronto Raptors,Putback Layup Shot,Restricted Area,0,1,1
Jonas Valanciunas,Toronto Raptors,Turnaround Hook Shot,In The Paint (Non-RA),56,103,1
Jonas Valanciunas,Toronto Raptors,Hook Shot,Restricted Area,-9,-1,1
Jonas Valanciunas,Toronto Raptors,Driving Hook Shot,In The Paint (Non-RA),-32,59,0
Jonas Valanciunas,Toronto Raptors,Layup Shot,Restricted Area,6,16,0
Jonas Valanciunas,Toronto Raptors,Tip Layup Shot,Restricted Area,0,-6,0
Jonas Valanciunas,Toronto Raptors,Cutting Dunk Shot,Restricted Area,11,1,1
Jonas Valanciunas,Toronto Raptors,Reverse Layup Shot,Restricted Area,16,-11,1
Jonas Valanciunas,Toronto Raptors,Turnaround Jump Shot,In The Paint (Non-RA),12,45,1
Jonas Valanciunas,Toronto Raptors,Jump Shot,Mid-Range,-150,85,1
Jonas Valanciunas,Toronto Raptors,Layup Shot,Restricted Area,11,4,1
Jonas Valanciunas,Toronto Raptors,Alley Oop Layup shot,Restricted Area,-32,5,0
Jonas Valanciunas,Toronto Raptors,Floating Jump shot,In The Paint (Non-RA),-22,106,1
Jonas Valanciunas,Toronto Raptors,Cutting Dunk Shot,Restricted Area,5,22,0
Jonas Valanciunas,Toronto Raptors,Jump Shot,Mid-Range,-93,71,1
Jonas Valanciunas,Toronto Raptors,Turnaround Jump Shot,In The Paint (Non-RA),-25,85,0
Jonas Valanciunas,Toronto Raptors,Putback Layup Shot,Restricted Area,3,10,0
Jonas Valanciunas,Toronto Raptors,Jump Shot,In The Paint (Non-RA),42,94,0
Rudy Gobert,Utah Jazz,Cutting Dunk Shot,Restricted Area,1,0,1
Rudy Gobert,Utah Jazz,Cutting Dunk Shot,Restricted Area,-3,-8,1
Rudy Gobert,Utah Jazz,Putback Layup Shot,Restricted Area,-2,0,1
Rudy Gobert,Utah Jazz,Running Dunk Shot,Restricted Area,1,8,1
Rudy Gobert,Utah Jazz,Hook Shot,In The Paint (Non-RA),13,58,1
Rudy Gobert,Utah Jazz,Tip Layup Shot,Restricted Area,0,-6,0
Rudy Gobert,Utah Jazz,Tip Layup Shot,Restricted Area,0,-6,0
Rudy Gobert,Utah Jazz,Putback Dunk Shot,Restricted Area,0,-6,1
Rudy Gobert,Utah Jazz,Tip Layup Shot,Restricted Area,0,-6,1
Rudy Gobert,Utah Jazz,Dunk Shot,Restricted Area,-8,4,1
Rudy Gobert,Utah Jazz,Cutting Layup Shot,Restricted Area,1,17,0
Rudy Gobert,Utah Jazz,Alley Oop Dunk Shot,Restricted Area,11,-5,1
Rudy Gobert,Utah Jazz,Putback Layup Shot,Restricted Area,0,25,0
Rudy Gobert,Utah Jazz,Dunk Shot,Restricted Area,10,8,1
Rudy Gobert,Utah Jazz,Layup Shot,Restricted Area,14,11,1
Rudy Gobert,Utah Jazz,Layup Shot,Restricted Area,5,10,1
Rudy Gobert,Utah Jazz,Cutting Dunk Shot,Restricted Area,-4,10,1
Rudy Gobert,Utah Jazz,Cutting Dunk Shot,Restricted Area,12,-1,1
Rudy Gobert,Utah Jazz,Layup Shot,Restricted Area,33,9,0
Rudy Gobert,Utah Jazz,Tip Layup Shot,Restricted Area,0,-6,0
Rudy Gobert,Utah Jazz,Hook Shot,In The Paint (Non-RA),-44,15,1
Rudy Gobert,Utah Jazz,Layup Shot,Restricted Area,16,28,0
Rudy Gobert,Utah Jazz,Cutting Dunk Shot,Restricted Area,21,8,1
Rudy Gobert,Utah Jazz,Cutting Dunk Shot,Restricted Area,-17,17,1
Rudy Gobert,Utah Jazz,Layup Shot,In The Paint (Non-RA),-6,53,0
Rudy Gobert,Utah Jazz,Tip Layup Shot,Restricted Area,0,-6,1
Rudy Gobert,Utah Jazz,Putback Dunk Shot,Restricted Area,-13,25,0
Rudy Gobert,Utah Jazz,Cutting Dunk Shot,Restricted Area,13,6,1
Rudy Gobert,Utah Jazz,Alley Oop Dunk Shot,Restricted Area,11,4,1
Rudy Gobert,Utah Jazz,Layup Shot,Restricted Area,16,3,0
Rudy Gobert,Utah Jazz,Tip Layup Shot,Restricted Area,0,-6,1
Rudy Gobert,Utah Jazz,Putback Layup Shot,Restricted Area,-6,1,1
Rudy Gobert,Utah Jazz,Turnaround Hook Shot,Restricted Area,3,19,0
Rudy Gobert,Utah Jazz,Tip Layup Shot,Restricted Area,0,-6,0
Rudy Gobert,Utah Jazz,Floating Jump shot,In The Paint (Non-RA),-49,56,0
Rudy Gobert,Utah Jazz,Cutting Dunk Shot,Restricted Area,3,16,1
Rudy Gobert,Utah Jazz,Turnaround Hook Shot,In The Paint (Non-RA),-5,51,0
Rudy Gobert,Utah Jazz,Running Dunk Shot,Restricted Area,-4,-4,1
Rudy Gobert,Utah Jazz,Putback Dunk Shot,Restricted Area,0,-6,0
Rudy Gobert,Utah Jazz,Putback Dunk Shot,Restricted Area,0,-6,1
Rudy Gobert,Utah Jazz,Layup Shot,Restricted Area,-13,12,1
Rudy Gobert,Utah Jazz,Alley Oop Dunk Shot,Restricted Area,-16,16,1
Rudy Gobert,Utah Jazz,Layup Shot,Restricted Area,10,5,0
Rudy Gobert,Utah Jazz,Layup Shot,Restricted Area,26,11,0
Rudy Gobert,Utah Jazz,Dunk Shot,Restricted Area,-17,10,1
Rudy Gobert,Utah Jazz,Reverse Layup Shot,Restricted Area,18,10,0
Rudy Gobert,Utah Jazz,Layup Shot,Restricted Area,-14,1,0
Rudy Gobert,Utah Jazz,Dunk Shot,Restricted Area,-2,4,1
Rudy Gobert,Utah Jazz,Cutting Layup Shot,Restricted Area,22,8,1
Rudy Gobert,Utah Jazz,Putback Dunk Shot,Restricted Area,0,-6,1
Rudy Gobert,Utah Jazz,Tip Layup Shot,Restricted Area,0,-6,1
Rudy Gobert,Utah Jazz,Cutting Dunk Shot,Restricted Area,-3,14,1
Rudy Gobert,Utah Jazz,Dunk Shot,Restricted Area,-4,9,1
Rudy Gobert,Utah Jazz,Alley Oop Dunk Shot,Restricted Area,2,1,1
Rudy Gobert,Utah Jazz,Hook Shot,Restricted Area,15,27,0
Rudy Gobert,Utah Jazz,Dunk Shot,Restricted Area,0,1,1
Rudy Gobert,Utah Jazz,Cutting Dunk Shot,Restricted Area,-1,6,1
Rudy Gobert,Utah Jazz,Cutting Dunk Shot,Restricted Area,9,8,1
Rudy Gobert,Utah Jazz,Alley Oop Dunk Shot,Restricted Area,10,7,1
Rudy Gobert,Utah Jazz,Hook Shot,In The Paint (Non-RA),-2,97,0
Rudy Gobert,Utah Jazz,Tip Layup Shot,Restricted Area,0,-6,1
Rudy Gobert,Utah Jazz,Layup Shot,Restricted Area,16,13,0
Rudy Gobert,Utah Jazz,Cutting Dunk Shot,Restricted Area,-16,11,1
Rudy Gobert,Utah Jazz,Alley Oop Dunk Shot,Restricted Area,-9,15,1
Rudy Gobert,Utah Jazz,Layup Shot,Restricted Area,2,20,0
Rudy Gobert,Utah Jazz,Dunk Shot,Restricted Area,11,8,1
Rudy Gobert,Utah Jazz,Alley Oop Layup shot,Restricted Area,-11,5,1
Rudy Gobert,Utah Jazz,Tip Layup Shot,Restricted Area,0,-6,1
Rudy Gobert,Utah Jazz,Alley Oop Dunk Shot,Restricted Area,14,11,1
Rudy Gobert,Utah Jazz,Reverse Layup Shot,Restricted Area,20,16,0
Rudy Gobert,Utah Jazz,Dunk Shot,Restricted Area,19,8,1
Rudy Gobert,Utah Jazz,Tip Dunk Shot,Restricted Area,0,-6,1
Rudy Gobert,Utah Jazz,Alley Oop Layup shot,Restricted Area,12,17,1
Rudy Gobert,Utah Jazz,Layup Shot,Restricted Area,-2,26,0
Rudy Gobert,Utah Jazz,Tip Dunk Shot,Restricted Area,0,-6,1
Rudy Gobert,Utah Jazz,Turnaround Hook Shot,Restricted Area,-12,15,1
Rudy Gobert,Utah Jazz,Layup Shot,Restricted Area,-12,8,0
Rudy Gobert,Utah Jazz,Layup Shot,In The Paint (Non-RA),36,20,0
Rudy Gobert,Utah Jazz,Layup Shot,Restricted Area,2,-1,1
Rudy Gobert,Utah Jazz,Layup Shot,Restricted Area,-7,-1,0
Rudy Gobert,Utah Jazz,Dunk Shot,Restricted Area,5,0,1
Rudy Gobert,Utah Jazz,Hook Shot,Restricted Area,14,27,1
Rudy Gobert,Utah Jazz,Dunk Shot,Restricted Area,-9,30,0
Rudy Gobert,Utah Jazz,Dunk Shot,Restricted Area,-6,11,1
Bradley Beal,Washington Wizards,Driving Bank Hook Shot,Restricted Area,36,15,0
Bradley Beal,Washington Wizards,Jump Shot,Mid-Range,-187,58,0
Bradley Beal,Washington Wizards,Pullup Jump shot,Mid-Range,115,161,1
Bradley Beal,Washington Wizards,Step Back Jump shot,Above the Break 3,115,236,0
Bradley Beal,Washington Wizards,Driving Floating Bank Jump Shot,Mid-Range,115,37,1
Bradley Beal,Washington Wizards,Turnaround Fadeaway shot,In The Paint (Non-RA),41,59,1
Bradley Beal,Washington Wizards,Driving Floating Jump Shot,Mid-Range,-86,34,0
